"country","ccias.rich","ccias.poor","ccias.fatal","Between.Inequality.Wide","Between.Redistribution","Between.Migration","Between.Fairness","Moralization","Moral.Outrage","Position.Own.Country","General.Trust.Inst","trust.institution","Horizontal.Trust","zero.sum","meritocracy","social.dominance","eco.system.just","identif.country","identif.world","subjective.ses","Pol.Orientation","Age","Gender","Education","Gender_fac"
"za",5,3,2,5,5,5,2,5,5,3,5,NA,3,4,5,25,22,4,4,3,3,32,2,21,2
"za",5,2,2,5,3,5,2,4,5,2,4,NA,4,4,3,1,17,3,5,7,3,20,2,17,2
"uk",3,2,1,4,2,1,2,4,1,5,3,325,3,3,2,275,13,1,3,6,7,53,1,16,1
"uk",4,1,2,5,4,4,1,5,3,3,5,275,3,2,3,1,22,5,7,7,1,62,2,18,2
"za",5,2,2,5,5,4,1,5,5,3,5,25,2,5,4,15,34,5,3,3,6,27,2,14,2
"uk",4,2,1,5,3,4,2,4,3,5,5,275,2,3,3,225,24,4,6,6,7,37,2,14,2
"ita",4,3,2,5,4,2,2,4,4,5,4,325,2,3,3,25,26,4,3,7,4,32,2,17,2
"za",4,4,1,5,3,5,2,4,3,2,3,45,2,4,4,125,24,5,5,6,6,34,2,15,2
"uk",4,2,2,4,4,4,2,4,3,5,4,2,2,4,4,2,18,5,4,8,9,63,2,23,2
"uk",3,3,3,5,4,5,1,4,3,4,5,375,4,3,3,175,26,4,3,2,5,34,2,16,2
"za",5,2,2,5,3,5,1,5,4,3,5,NA,2,3,3,2,14,5,2,5,4,26,1,16,1
"za",5,3,2,5,2,4,1,4,4,4,5,3,1,5,4,125,33,4,3,8,6,25,1,18,1
"za",4,3,2,5,5,4,1,5,4,3,5,NA,4,3,4,225,23,3,6,6,6,28,2,17,2
"za",5,3,1,5,5,4,2,5,5,1,5,325,1,5,4,2,16,6,3,3,4,20,2,15,2
"za",5,3,1,5,4,5,1,4,5,1,4,1,1,4,2,1,17,6,2,3,4,21,2,14,2
"ita",3,3,1,4,2,4,1,4,4,4,4,45,2,3,3,225,22,2,2,5,4,25,1,17,1
"za",3,5,3,4,3,4,5,2,3,3,4,325,1,3,5,2,36,6,3,6,5,23,2,15,2
"uk",4,2,1,5,4,3,2,4,3,3,4,325,3,4,1,1,2,6,4,4,4,60,1,15,1
"za",5,2,3,5,5,5,2,4,5,5,5,325,1,5,4,1,32,4,2,7,8,34,1,18,1
"za",4,3,2,5,3,5,3,5,3,3,5,45,2,3,3,2,27,5,4,7,4,34,1,16,1
"ita",4,1,1,4,5,4,2,4,3,4,4,4,4,4,3,15,21,4,6,4,6,22,2,17,2
"ita",4,2,1,5,3,5,2,4,3,4,5,325,5,2,4,15,22,6,5,5,3,34,1,18,1
"ita",4,2,2,5,4,4,2,5,4,3,4,4,1,3,3,225,25,1,3,5,3,25,1,13,1
"uk",4,2,4,4,4,4,2,4,3,3,4,35,2,4,3,125,22,4,1,5,5,31,1,14,1
"za",4,1,2,5,2,4,1,3,4,2,3,25,1,3,3,225,17,4,2,4,3,23,2,18,2
"uk",5,2,3,5,4,5,1,4,3,2,4,4,4,4,3,2,24,2,5,5,3,29,1,18,1
"za",4,2,3,5,4,5,3,4,4,2,5,NA,3,4,3,15,26,3,4,6,4,23,2,16,2
"za",5,3,1,5,5,5,1,4,4,2,5,325,3,4,4,175,12,6,5,5,6,28,2,18,2
"uk",4,1,2,5,5,5,2,4,4,5,4,4,3,4,3,1,31,5,3,4,8,56,2,18,2
"za",4,2,2,4,2,4,4,4,3,3,3,325,2,4,3,125,22,6,2,6,9,23,1,12,1
"uk",4,2,3,4,4,5,2,4,4,3,4,325,3,4,3,125,2,4,4,5,4,61,1,10,1
"ita",4,2,2,5,4,5,2,4,4,5,4,25,5,5,3,125,2,4,5,5,1,24,1,17,1
"za",4,3,3,5,4,5,1,5,5,3,5,NA,4,2,4,2,27,2,2,6,4,26,2,15,2
"za",5,2,2,4,3,3,2,4,4,4,4,45,1,5,3,1,3,4,5,7,7,26,2,17,2
"za",5,3,3,4,5,4,1,4,5,1,4,4,3,4,2,1,25,1,1,6,7,28,2,15,2
"uk",4,3,4,4,3,3,2,5,4,2,5,3,2,5,3,1,16,3,4,5,4,40,1,19,1
"uk",4,3,4,5,4,4,4,4,4,3,5,3,2,5,3,125,32,3,3,6,1,33,2,16,2
"ita",5,2,2,5,4,4,1,5,5,3,4,NA,3,3,2,1,23,2,2,6,1,22,2,15,2
"za",5,2,1,5,4,4,1,4,5,3,5,35,2,4,3,1,22,4,2,4,6,21,2,15,2
"uk",4,2,1,5,3,4,1,4,3,5,4,475,4,3,4,225,26,2,6,7,6,30,1,16,1
"ita",4,2,2,4,4,4,2,5,4,3,4,45,3,5,3,225,24,3,6,7,4,24,1,16,1
"uk",4,3,3,5,3,3,2,4,3,5,5,325,3,4,3,175,29,7,5,8,6,59,1,14,1
"uk",4,3,3,4,2,3,1,4,3,5,5,425,1,3,4,15,25,7,5,5,4,34,1,18,1
"za",4,3,2,4,2,4,2,4,3,3,3,1,1,4,5,125,29,3,2,6,7,23,1,16,1
"za",4,4,4,4,4,3,2,4,5,2,2,2,2,3,4,1,29,3,1,3,7,21,2,20,2
"ita",5,1,1,5,5,5,1,5,5,3,5,NA,3,3,2,1,2,4,3,7,3,20,2,24,2
"uk",4,2,3,4,2,3,2,5,3,5,4,4,3,3,2,15,28,3,2,7,7,41,2,20,2
"za",4,2,1,4,3,5,1,3,3,3,4,375,1,2,2,1,25,1,2,3,6,21,2,18,2
"za",4,3,1,4,1,5,2,3,4,4,5,1,1,3,4,175,28,7,2,7,6,23,2,19,2
"ita",5,2,1,5,4,5,2,5,4,5,5,275,2,5,4,1,18,5,5,7,3,18,1,12,1
"ita",4,2,2,4,4,4,2,5,3,4,4,375,3,4,2,15,22,3,1,7,5,23,2,19,2
"uk",3,4,3,3,3,4,2,5,4,2,5,275,2,3,3,175,26,3,3,8,1,30,2,17,2
"uk",4,1,2,5,3,5,1,4,4,2,5,45,1,4,3,1,16,7,4,2,8,38,2,11,2
"ita",5,2,3,5,3,4,1,5,5,4,5,4,3,5,3,2,25,7,2,8,6,25,2,16,2
"uk",4,2,2,5,3,3,2,4,5,5,3,325,3,5,3,125,26,2,3,5,6,63,1,18,1
"uk",5,2,2,5,2,5,1,4,4,4,4,325,1,5,3,15,24,4,1,4,6,34,2,18,2
"za",5,1,1,5,5,5,2,5,4,3,5,45,3,3,4,1,3,7,5,5,3,20,2,15,2
"uk",4,3,2,4,3,3,2,4,3,5,5,325,1,4,3,15,3,5,3,7,3,39,2,3,2
"uk",4,2,1,5,5,4,1,5,4,3,5,35,2,3,3,1,13,6,7,4,4,63,2,16,2
"uk",5,3,2,5,4,5,2,4,3,4,4,375,3,4,4,225,23,6,1,3,8,41,1,15,1
"uk",4,2,1,5,4,4,2,5,3,4,4,3,3,3,3,125,15,2,7,8,4,39,1,16,1
"uk",4,3,2,5,2,4,1,3,3,5,5,35,3,3,4,2,27,2,2,6,9,26,1,10,1
"ita",5,1,2,5,2,5,2,5,4,4,4,NA,1,4,2,125,14,5,4,5,1,22,2,15,2
"uk",5,3,3,5,3,5,1,4,3,3,5,375,3,4,4,175,24,2,1,7,3,34,2,18,2
"za",4,4,2,4,4,5,2,4,3,2,5,425,3,4,4,25,18,3,2,6,7,26,1,11,1
"uk",4,4,1,4,4,5,5,4,4,5,4,275,4,5,3,1,24,4,5,5,3,31,1,19,1
"uk",4,1,1,5,1,3,3,3,3,4,4,3,3,4,2,275,19,4,2,5,4,63,2,11,2
"uk",4,3,2,5,4,4,1,5,5,4,5,325,2,1,4,1,15,5,4,7,6,29,2,16,2
"uk",4,3,3,4,2,5,2,4,3,4,3,35,1,4,4,125,24,5,3,4,6,38,1,12,1
"ita",4,2,2,5,4,5,3,4,5,3,5,35,3,4,3,15,27,7,7,6,4,25,1,12,1
"uk",5,2,2,5,4,5,2,4,3,5,5,3,3,4,4,275,39,5,4,4,9,31,1,12,1
"ita",5,2,2,5,3,4,2,4,5,3,4,325,2,4,2,5,17,2,6,9,1,27,2,15,2
"uk",4,2,1,5,4,4,1,4,3,5,5,375,3,4,3,125,26,5,4,5,5,45,2,15,2
"za",4,3,2,5,4,5,4,3,4,3,5,275,2,3,3,15,18,6,2,6,4,24,2,20,2
"uk",4,2,1,5,4,3,3,3,4,5,5,425,4,4,3,125,16,5,5,7,6,34,2,18,2
"za",3,3,2,4,1,5,2,4,3,3,5,35,1,4,3,1,33,6,1,3,8,32,1,14,1
"uk",4,3,2,5,2,3,2,4,3,5,3,35,3,3,3,2,13,3,2,5,6,35,2,14,2
"ita",4,2,3,4,2,2,2,3,3,3,2,1,3,3,3,175,28,5,3,6,9,32,1,14,1
"za",4,4,1,4,3,5,3,3,3,2,3,4,3,3,4,1,19,4,4,3,2,24,2,13,2
"uk",4,1,2,5,4,5,2,5,4,5,5,375,2,4,4,1,26,7,3,4,5,35,1,15,1
"za",4,3,2,5,5,5,2,4,5,1,5,NA,1,3,3,15,22,3,2,6,2,22,1,11,1
"za",5,3,1,5,5,5,1,5,5,1,5,325,2,5,3,25,18,5,5,7,1,22,2,16,2
"uk",4,2,2,5,3,4,1,4,3,4,5,425,1,4,3,2,18,2,3,4,3,32,2,20,2
"ita",4,1,2,5,2,5,1,5,4,4,5,325,3,5,4,175,24,6,5,5,3,25,2,16,2
"za",5,4,2,5,5,5,2,5,4,2,5,1,2,5,3,1,19,7,5,3,7,23,2,15,2
"uk",3,3,2,3,2,3,1,4,3,3,3,4,3,3,3,15,32,5,3,6,7,25,1,20,1
"za",5,3,2,5,5,4,1,4,3,1,4,NA,2,5,3,2,22,3,1,2,3,28,2,16,2
"uk",4,1,1,5,4,5,1,4,4,5,4,275,3,3,2,175,21,3,4,4,4,33,2,20,2
"uk",4,3,3,4,4,3,2,5,3,5,4,425,2,4,3,15,3,2,2,6,6,46,1,18,1
"za",4,2,1,5,5,5,2,5,3,1,5,425,2,4,2,1,14,4,2,4,8,22,2,18,2
"uk",5,1,3,5,5,5,1,4,4,4,4,25,3,5,3,25,33,5,3,7,6,59,2,18,2
"uk",3,2,3,4,4,5,2,2,1,5,5,175,1,2,4,125,13,5,2,6,3,24,2,17,2
"uk",4,3,1,3,3,3,2,4,3,3,4,35,2,3,4,125,26,7,2,5,6,56,2,18,2
"ita",3,2,3,4,3,3,3,3,3,5,3,425,2,3,3,275,28,5,4,6,3,24,1,17,1
"uk",5,2,3,5,4,5,3,4,4,3,4,175,3,3,4,125,18,2,3,3,7,28,2,19,2
"uk",4,1,2,4,3,5,2,5,4,5,4,225,2,3,2,125,16,4,4,7,3,38,2,18,2
"za",5,3,2,5,4,4,2,4,4,3,5,35,2,4,3,3,16,2,3,4,3,53,1,15,1
"ita",5,1,1,5,4,3,1,4,3,4,4,35,1,3,3,225,23,4,4,7,1,27,2,18,2
"uk",5,3,2,5,4,4,1,5,4,4,5,4,1,4,3,15,24,5,3,6,4,36,1,18,1
"ita",5,1,1,5,4,5,2,5,4,3,4,NA,1,4,3,2,3,5,4,5,6,34,1,15,1
"uk",5,2,3,5,3,3,2,5,3,4,5,35,3,4,2,15,22,5,3,7,6,27,1,15,1
"uk",4,3,2,5,3,3,2,3,3,5,4,35,3,2,3,275,22,4,2,6,2,56,1,17,1
"uk",4,3,2,3,4,4,2,4,3,5,5,3,2,4,4,15,34,7,3,4,6,35,1,16,1
"ita",4,3,1,5,5,4,1,4,4,2,5,NA,2,4,4,1,23,2,3,3,1,21,2,12,2
"za",4,4,3,4,4,4,2,4,4,1,4,4,1,5,3,225,21,5,3,5,6,28,2,11,2
"uk",4,2,2,4,1,3,1,4,3,3,4,325,2,3,3,1,21,2,1,6,7,48,2,16,2
"ita",5,1,1,5,3,5,2,5,3,3,4,35,3,5,4,225,17,7,5,6,7,20,2,16,2
"za",5,3,2,5,3,4,2,4,4,3,4,275,1,5,4,35,18,3,1,5,4,26,1,16,1
"uk",4,1,2,5,4,4,1,4,4,4,5,425,2,4,3,1,24,6,2,4,1,43,2,16,2
"za",5,3,2,4,2,5,3,3,3,3,4,25,2,5,3,15,33,7,1,2,11,41,1,17,1
"ita",4,1,1,5,3,4,1,4,3,4,3,1,3,3,3,2,14,5,3,4,2,21,2,18,2
"uk",5,2,2,4,3,4,1,4,3,4,4,3,3,4,4,1,28,3,3,6,9,37,2,15,2
"ita",4,2,2,5,2,4,2,4,4,3,3,4,3,4,3,225,18,3,2,6,6,22,1,14,1
"za",5,2,1,4,4,5,5,5,4,2,5,4,4,5,3,1,12,5,4,5,5,53,2,25,2
"za",5,2,2,5,5,4,1,4,4,2,1,1,3,3,3,15,2,1,2,3,6,32,2,18,2
"ita",4,2,3,5,4,4,2,5,4,3,4,NA,1,2,3,225,28,3,2,7,2,24,2,20,2
"ita",4,2,3,4,3,4,2,3,3,3,4,3,4,3,3,35,29,5,5,5,3,24,1,15,1
"za",4,2,1,5,3,5,2,5,5,5,3,4,1,2,2,1,11,3,3,3,3,26,1,20,1
"uk",4,2,3,4,5,4,3,3,2,4,5,325,3,5,4,175,23,5,4,5,6,47,2,16,2
"uk",1,4,4,4,1,1,5,2,1,4,4,35,2,1,4,225,28,3,4,7,9,33,2,17,2
"za",5,3,2,5,4,5,1,4,4,1,5,375,1,4,4,225,26,2,4,2,5,18,1,14,1
"uk",4,4,2,3,4,4,3,2,2,3,5,125,3,3,4,1,28,6,3,6,7,40,1,15,1
"za",4,3,2,5,3,4,1,4,4,3,5,35,2,3,4,1,25,5,5,4,4,23,1,19,1
"uk",4,3,1,5,4,5,1,4,4,3,5,225,1,3,3,15,25,5,4,3,3,51,2,10,2
"ita",5,2,1,5,1,5,3,5,4,4,5,325,1,5,4,125,25,6,5,5,3,29,2,18,2
"uk",4,1,2,4,3,4,3,4,3,5,4,325,4,3,4,1,24,2,3,7,4,63,2,3,2
"uk",4,3,3,5,3,4,1,4,3,5,5,25,2,5,3,2,18,6,5,6,6,46,1,18,1
"za",5,2,2,5,4,4,2,4,3,3,5,375,2,5,3,1,15,5,3,6,1,23,2,20,2
"ita",2,3,2,4,2,3,3,3,1,4,4,45,3,3,5,225,33,7,5,7,8,18,1,18,1
"ita",5,3,2,5,3,3,2,5,3,3,4,15,2,4,4,1,26,3,2,3,1,45,2,15,2
"za",5,2,2,5,4,4,2,5,4,4,4,4,1,4,2,1,19,3,3,4,5,24,1,12,1
"uk",4,1,2,5,3,3,2,4,4,5,4,325,2,3,3,15,2,6,4,6,4,57,1,17,1
"uk",4,3,1,5,3,5,2,4,2,4,5,225,2,4,4,2,29,5,3,7,6,40,2,15,2
"uk",4,2,2,4,2,4,2,4,4,4,3,175,3,5,5,15,24,7,5,4,9,23,1,13,1
"uk",5,3,1,5,4,3,1,4,4,5,5,45,3,4,2,175,26,2,7,3,8,42,2,18,2
"za",3,3,2,4,2,5,2,4,3,2,4,25,3,3,4,275,28,5,2,6,11,30,2,15,2
"za",5,4,3,5,3,4,2,5,4,3,5,3,3,3,3,1,24,6,4,5,7,39,2,21,2
"uk",5,1,2,4,5,5,2,5,4,5,1,375,1,4,3,2,15,2,3,5,4,29,3,11,3
"za",5,2,2,5,3,4,2,4,4,3,5,375,1,5,3,1,2,2,1,7,5,43,2,17,2
"uk",4,4,3,4,1,3,1,3,3,3,4,3,2,4,5,225,37,1,1,5,6,57,2,15,2
"ita",4,1,1,5,4,5,1,5,4,4,4,4,4,5,2,1,2,7,7,7,3,23,2,18,2
"ita",4,2,3,5,3,2,2,4,3,4,2,4,3,3,2,1,18,2,3,2,2,21,1,15,1
"uk",5,3,2,5,4,5,1,5,3,5,5,325,4,4,3,225,28,6,4,4,6,33,1,15,1
"uk",4,2,3,5,4,5,1,5,4,5,4,25,3,4,3,15,23,5,5,5,4,40,2,18,2
"ita",5,1,1,5,2,4,1,5,5,3,5,4,2,4,4,1,1,2,5,6,3,31,1,15,1
"za",5,3,2,5,5,5,1,5,4,3,4,25,1,4,2,15,13,3,5,5,4,24,1,12,1
"ita",4,4,3,4,2,4,3,5,3,3,3,35,2,3,3,1,42,2,2,5,6,28,2,18,2
"uk",4,3,1,5,4,5,1,3,2,5,4,275,3,2,4,1,31,3,2,5,3,23,2,15,2
"za",4,2,1,5,5,5,2,3,5,3,5,45,3,4,4,225,11,3,2,4,6,20,2,17,2
"ita",5,1,2,5,5,5,1,5,4,4,5,1,3,5,2,15,24,1,4,6,6,37,2,20,2
"za",3,4,3,5,4,4,3,5,3,4,5,1,2,5,4,25,24,3,1,5,7,28,2,13,2
"uk",5,2,1,5,3,1,1,5,3,5,3,2,3,4,5,225,23,4,2,5,4,38,1,15,1
"uk",3,2,1,4,1,2,2,4,3,5,5,35,3,2,3,125,27,3,3,6,6,63,1,16,1
"uk",4,2,1,5,4,4,1,5,3,3,5,25,5,4,3,15,2,4,7,7,1,46,2,18,2
"za",5,3,1,5,5,4,1,5,4,3,4,325,1,5,4,1,15,4,3,5,6,20,2,12,2
"uk",4,2,2,5,5,5,3,4,5,4,5,325,3,3,2,225,23,3,7,7,3,56,2,18,2
"ita",5,1,3,5,3,4,1,5,5,4,5,325,2,4,2,2,16,3,1,5,2,20,2,18,2
"ita",4,2,3,5,4,5,1,4,4,2,3,4,3,5,2,2,27,4,3,3,2,28,2,21,2
"ita",5,2,2,5,5,5,2,4,4,4,5,3,4,3,4,1,24,5,4,9,2,22,2,18,2
"za",5,2,2,5,4,5,1,5,4,3,5,3,2,4,3,225,3,2,3,6,9,33,1,15,1
"ita",4,2,3,3,2,4,2,4,4,3,5,325,1,3,3,225,33,4,4,6,5,20,1,17,1
"za",4,3,2,5,3,5,1,3,4,1,4,35,1,4,3,2,26,6,3,2,11,26,2,13,2
"ita",3,2,1,4,2,4,2,3,3,3,4,225,4,2,3,1,25,2,4,7,4,23,1,13,1
"ita",5,2,1,5,3,5,2,5,4,3,5,NA,1,4,3,1,24,6,5,3,3,29,3,18,3
"uk",4,1,2,5,1,5,2,3,3,3,2,3,1,3,3,125,27,1,3,6,4,26,1,18,1
"za",5,2,1,5,4,5,2,4,4,2,3,325,3,4,3,25,28,6,3,6,7,22,2,17,2
"ita",4,1,3,4,3,4,2,4,3,4,5,1,1,5,2,175,28,7,5,7,5,34,2,17,2
"ita",4,2,1,4,4,2,1,4,3,3,5,325,3,3,2,15,21,5,4,5,3,65,2,18,2
"ita",3,3,4,3,1,4,3,3,3,4,3,4,3,1,3,275,29,7,4,7,4,42,1,19,1
"za",4,4,1,5,5,5,2,4,4,3,4,125,2,3,4,3,21,4,5,4,4,28,2,14,2
"uk",4,1,2,5,3,5,1,4,2,5,4,25,3,3,3,225,2,5,3,5,1,59,2,18,2
"za",3,5,2,5,2,2,2,4,1,3,4,325,1,4,4,15,33,5,2,6,7,29,1,16,1
"ita",4,2,2,4,2,4,3,3,2,4,5,325,3,4,2,325,32,3,2,7,5,25,1,16,1
"uk",5,2,2,5,5,5,1,5,3,5,4,375,3,3,4,1,31,5,2,4,4,36,1,14,1
"ita",4,2,1,5,4,4,2,5,3,4,4,275,1,3,3,1,24,2,4,8,2,23,1,21,1
"ita",5,2,3,4,4,3,2,4,4,3,3,NA,1,4,2,1,28,2,4,6,3,20,1,16,1
"ita",4,1,1,5,5,5,1,3,4,3,5,NA,4,2,2,2,23,4,4,6,6,25,1,16,1
"uk",3,2,2,5,4,5,2,4,3,4,4,175,3,3,2,35,23,3,3,7,3,32,2,15,2
"ita",5,3,4,5,4,4,2,5,2,4,5,25,1,4,4,175,19,5,3,5,1,26,1,16,1
"ita",4,4,1,4,2,4,1,4,4,3,5,225,2,4,4,1,27,7,5,5,6,29,2,16,2
"uk",2,3,1,5,1,3,2,3,3,5,3,35,4,3,5,125,31,5,5,7,3,30,1,22,1
"za",4,4,3,5,2,5,1,3,3,2,5,1,1,4,3,15,22,6,3,6,4,37,1,14,1
"ita",4,2,2,5,3,4,1,5,4,3,4,NA,2,4,3,125,12,2,3,4,3,32,2,22,2
"za",4,4,1,4,2,5,1,4,3,3,5,2,2,2,4,1,22,7,4,5,3,23,2,14,2
"ita",4,1,3,4,5,5,2,5,4,5,5,45,2,4,3,125,22,3,4,7,3,27,1,12,1
"uk",4,2,1,4,4,5,1,4,3,4,4,375,2,3,2,2,26,4,3,1,4,35,2,14,2
"za",4,3,1,5,4,4,1,4,4,4,5,325,3,3,5,2,34,7,4,7,11,39,2,17,2
"uk",3,1,2,5,5,5,1,4,4,5,4,3,2,3,1,125,2,1,3,4,3,26,2,11,2
"za",5,4,2,5,5,4,3,5,4,3,5,45,2,4,5,1,19,4,3,5,5,44,2,15,2
"uk",4,3,2,5,2,5,2,4,3,4,4,325,3,4,4,1,22,7,4,2,3,27,1,12,1
"ita",3,2,1,5,3,3,2,4,2,2,5,35,4,3,3,1,18,4,5,6,3,26,1,18,1
"uk",4,1,1,5,4,4,1,3,2,5,5,325,2,3,3,2,28,2,3,9,3,31,2,16,2
"za",4,3,2,5,3,5,1,3,4,3,5,25,1,4,4,15,19,4,1,4,4,32,2,12,2
"ita",5,3,1,5,4,4,1,5,3,3,5,5,3,4,4,1,35,5,3,7,4,34,2,15,2
"ita",4,1,2,5,2,3,2,3,4,3,1,3,2,4,2,15,24,5,2,7,6,43,2,13,2
"ita",4,2,1,5,3,3,1,5,3,3,4,325,2,3,2,175,26,3,5,6,6,32,1,18,1
"uk",5,3,3,5,5,4,2,4,5,5,3,225,1,5,3,1,24,1,2,6,4,28,2,18,2
"za",5,2,3,5,5,5,1,5,4,2,4,45,2,5,4,15,13,5,6,5,9,30,1,14,1
"uk",5,1,2,5,4,5,1,4,4,4,4,3,4,4,4,2,26,2,5,6,2,37,2,16,2
"za",4,4,1,5,4,5,2,5,3,2,5,NA,1,4,5,225,24,3,5,6,4,25,1,18,1
"za",5,3,1,5,4,5,1,5,4,4,5,NA,3,4,4,1,17,3,2,5,9,26,2,13,2
"ita",3,3,3,5,3,4,2,3,3,4,3,1,4,1,3,2,22,2,5,7,2,25,1,18,1
"ita",3,2,2,4,3,3,1,4,4,2,3,NA,3,3,3,1,28,5,4,7,4,28,2,18,2
"za",4,2,3,5,5,5,2,5,5,3,3,35,2,4,3,125,22,1,2,5,5,20,1,17,1
"za",4,4,2,5,3,2,2,4,4,2,5,NA,1,4,4,1,19,5,3,6,4,24,2,16,2
"ita",5,3,2,4,3,4,2,3,3,3,5,125,3,4,3,225,18,7,5,6,5,19,1,19,1
"uk",2,3,1,5,3,4,2,4,3,4,4,325,3,2,3,15,31,4,5,4,4,44,2,11,2
"za",4,3,3,5,4,5,1,4,4,3,4,25,1,4,3,175,17,1,1,2,7,22,1,12,1
"za",4,3,1,5,4,5,1,4,5,1,3,4,1,3,2,2,29,5,3,6,2,30,2,18,2
"za",3,4,1,5,4,5,2,4,4,4,5,15,3,5,5,25,28,2,3,7,4,54,2,15,2
"ita",4,1,1,4,3,4,2,4,4,4,4,325,4,3,2,225,3,6,7,5,4,27,1,15,1
"za",4,3,2,5,4,5,1,4,3,2,3,275,3,3,3,1,2,5,3,6,8,24,1,17,1
"za",5,3,2,5,4,5,1,4,5,3,4,25,2,5,3,1,17,3,2,6,9,31,2,20,2
"ita",5,3,3,4,5,4,1,4,4,3,4,375,1,3,4,2,19,3,2,5,4,26,2,17,2
"ita",5,2,1,3,2,4,1,4,3,5,4,35,3,4,3,25,29,7,5,5,6,22,1,12,1
"uk",4,1,3,4,1,4,2,3,2,2,2,175,2,4,3,1,25,5,3,5,4,33,2,17,2
"za",5,3,3,5,2,4,2,3,3,3,5,325,3,4,3,2,24,4,2,4,6,27,2,16,2
"uk",4,2,3,5,3,3,2,4,3,5,5,3,3,3,3,1,21,7,3,5,6,60,2,16,2
"za",5,3,2,4,2,4,2,4,3,2,3,NA,2,5,4,1,29,3,2,5,6,26,2,21,2
"za",4,4,4,4,4,5,5,4,4,4,5,225,1,4,4,15,24,5,3,5,7,25,1,16,1
"ita",4,2,1,5,2,4,1,5,3,4,5,325,3,5,4,225,3,5,6,6,3,33,1,15,1
"za",5,2,1,5,5,5,1,5,5,3,4,1,4,5,4,15,2,2,2,6,4,22,2,19,2
"za",4,3,1,5,4,3,2,3,4,4,2,4,2,4,3,175,17,5,5,5,6,23,2,14,2
"ita",4,3,2,4,4,3,3,5,4,5,3,3,2,4,3,225,19,2,2,5,4,23,1,15,1
"za",5,2,1,5,5,5,2,5,5,2,5,NA,1,4,4,1,19,3,4,3,2,23,1,21,1
"ita",5,1,2,5,5,5,1,5,5,2,4,NA,2,4,1,2,1,3,4,5,2,25,1,22,1
"za",4,2,1,5,5,5,1,5,5,1,4,NA,2,5,3,125,28,5,2,2,6,24,1,12,1
