ID;BSMBS_4u_I1;BSMBS_8u_I2;BSMBS_9u_I3;BSMBS_10u_I4;BSMBS_11d_I5;BSMBS_13d_I6;BSMBS_14d_I7;BSMBS_18d_I8;MBS_1;MBS_2;MBS_3;MBS_4;MBS_5;MBS_6;AC_1;ESJS_1;ESJS_2;ESJS_3;ESJS_4;ESJS_5;ESJS_6;ESJS_7;SAS_1;SAS_2;SAS_3;SAS_4;SAS_5;AC_2;Gender;Age;Nacionality;Marital_Status;Education;Occupation;PoliticalOrientation;SSS;Household_Income;Household_members_1
344;4;3;4;4;5;4;5;3;3;2;3;1;3;2;5;2;1;2;1;4;1;3;1;2;1;2;1;5;1;38;1;2;7;5;2;7;3000;3
345;5;5;4;2;3;3;3;2;2;2;2;2;2;1;5;3;1;4;1;3;2;4;5;7;6;5;5;5;2;19;1;1;4;2;3;5;1800;4
346;4;4;5;5;3;3;3;3;6;5;5;2;5;5;5;6;2;2;2;6;2;7;1;6;5;5;5;5;2;18;1;2;4;2;3;6;4300;4
347;1;1;1;2;6;6;6;6;3;1;1;1;1;2;5;1;1;1;1;1;1;7;2;7;7;7;4;5;2;23;1;2;6;5;2;7;28000;1
348;3;3;5;3;6;6;6;5;5;4;3;4;5;3;5;5;3;4;5;5;3;7;4;5;4;5;4;5;2;23;1;2;6;2;5;6;NA;4
349;5;5;5;5;3;3;3;3;4;3;2;2;5;6;5;3;2;6;2;5;4;7;2;7;2;6;2;5;2;20;1;1;4;2;3;7;3000;4
350;4;4;1;4;4;4;4;1;4;1;4;4;1;4;5;4;1;1;4;4;1;4;1;1;1;1;1;5;1;63;1;3;6;6;2;5;48000;2
351;6;4;4;5;3;4;4;4;5;5;5;5;5;5;5;5;3;3;5;4;2;5;3;6;3;2;1;5;1;57;1;3;4;6;2;5;NA;4
352;6;5;5;5;2;2;3;3;2;3;3;5;6;5;5;3;2;4;3;6;1;7;3;6;5;5;2;5;2;18;1;2;4;2;4;5;1300;3
353;7;6;6;7;7;6;6;7;7;7;7;1;7;7;5;7;4;2;7;7;1;7;6;6;6;6;7;5;1;24;1;1;6;2;4;7;1500;3
354;5;4;5;5;5;1;1;1;6;7;5;3;5;4;5;6;1;1;5;5;1;7;4;5;7;7;5;5;2;24;2;1;6;2;4;5;4000;4
355;3;3;3;3;5;4;5;5;3;2;3;2;2;3;5;2;1;4;3;3;3;5;7;7;7;7;7;5;2;26;1;1;4;2;2;3;800;3
356;1;1;1;1;4;4;4;4;1;1;1;1;1;1;5;1;5;1;1;1;1;1;7;6;6;6;6;5;2;27;1;1;5;3;2;4;1600;2
357;2;2;5;2;2;2;2;2;3;2;1;1;1;1;5;3;1;1;1;2;1;3;1;6;2;3;5;5;2;29;1;2;7;2;2;6;1000;1
358;5;6;6;4;3;3;3;2;6;5;4;5;6;6;5;5;2;1;5;5;2;5;3;3;3;3;3;5;1;63;1;3;7;5;3;8;6000;2
359;3;3;3;3;4;5;5;5;3;2;3;2;3;3;5;2;1;2;2;3;2;3;2;5;4;4;3;5;1;20;1;1;4;2;2;6;15000;4
360;3;3;6;3;4;3;4;3;4;5;5;3;3;3;5;5;3;2;5;5;3;1;1;3;4;3;3;5;2;22;1;1;6;3;5;7;2800;8
361;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;3;3;3;4;5;3;19;1;1;4;2;1;7;2500;4
362;6;5;5;5;2;2;2;2;6;6;5;5;6;5;5;7;5;3;6;7;3;6;4;6;5;7;4;5;1;22;1;2;6;2;4;7;5500;5
363;6;5;6;5;3;2;2;2;7;5;6;6;5;7;5;7;3;5;4;6;7;6;1;1;1;1;1;5;1;23;1;1;6;2;3;6;4000;5
364;5;2;3;5;5;3;4;3;3;1;1;2;1;1;5;1;1;4;1;2;1;5;5;7;6;6;5;5;2;18;1;2;4;2;2;5;1000;3
365;4;4;3;4;3;3;3;3;3;3;3;2;4;3;5;2;1;1;3;3;2;4;2;6;2;2;3;5;2;18;1;1;4;2;2;7;3900;5
366;3;4;5;3;3;3;5;2;5;5;2;2;3;5;5;2;3;1;5;3;2;5;1;7;1;2;1;5;2;46;1;3;7;5;3;7;47000;4
367;4;4;4;5;4;4;4;4;2;2;2;1;1;2;5;2;1;5;1;1;1;1;1;6;1;1;1;5;2;32;1;2;7;2;1;6;900;2
368;6;5;2;6;5;1;5;2;4;5;2;1;3;4;5;5;1;6;4;5;3;6;7;6;6;6;6;5;2;21;1;1;6;2;3;5;2000;4
369;4;3;4;5;4;4;4;4;3;4;2;1;3;3;5;4;1;6;3;4;1;5;1;3;5;5;4;5;1;30;1;1;5;3;2;3;1300;4
370;4;5;5;5;3;3;3;3;4;4;3;1;2;5;5;5;1;5;3;4;1;4;5;7;7;7;7;5;2;20;1;1;5;2;3;6;2500;4
371;3;2;2;2;6;2;4;2;2;3;1;2;2;1;5;3;1;1;1;3;1;4;5;7;5;5;6;5;2;24;1;2;7;1;1;2;4500;4
372;6;5;4;5;6;2;2;2;2;1;1;2;1;2;5;1;1;6;1;1;1;3;7;7;7;7;5;5;1;25;1;1;5;2;1;4;750;4
373;4;4;4;5;4;3;4;4;2;2;1;2;2;2;5;2;1;1;1;3;1;4;2;6;3;6;4;5;2;23;1;1;6;2;2;6;4000;4
374;2;2;2;2;7;6;5;6;3;3;1;2;2;2;5;2;2;1;1;2;1;2;1;5;1;1;1;5;2;68;1;4;7;5;2;2;2500;1
375;2;3;4;2;2;2;2;1;3;5;4;2;3;3;5;4;3;3;3;5;2;5;2;6;3;5;2;5;2;21;1;1;4;3;4;7;5000;4
376;2;2;2;2;6;5;6;6;3;4;2;5;4;2;5;3;2;2;2;5;2;6;6;7;2;3;2;5;1;20;1;1;4;2;6;4;1050;2
377;4;3;3;4;3;7;4;4;1;2;2;1;1;4;5;2;1;1;1;2;1;4;7;7;7;7;7;5;2;19;1;2;4;2;2;5;400;3
378;3;4;4;4;4;4;5;4;4;4;4;5;4;4;5;4;1;4;3;4;2;5;3;6;5;5;6;5;2;18;1;2;4;2;3;6;700;3
379;2;2;2;4;1;3;3;2;2;1;1;1;1;1;5;1;1;1;1;1;1;5;1;7;4;4;3;5;2;22;1;2;4;2;1;5;2200;3
380;5;3;4;4;3;3;3;3;3;3;2;3;4;3;5;3;1;2;3;4;3;5;3;4;3;4;3;5;1;20;1;1;4;2;3;6;1600;4
381;3;4;3;3;4;3;5;3;5;5;2;2;5;3;5;3;3;4;2;5;3;5;3;7;5;6;7;5;2;23;1;2;5;2;2;7;5500;5
382;3;3;3;3;2;1;2;3;2;2;2;2;2;2;5;1;2;1;1;2;2;1;2;2;2;3;2;5;1;21;1;2;4;2;2;3;3000;4
383;5;1;1;3;1;4;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;5;7;5;1;5;5;2;20;1;1;4;2;1;6;40000;4
384;5;5;5;5;3;3;3;3;2;2;2;1;2;2;5;2;1;1;1;2;1;2;3;5;3;2;3;5;2;20;1;2;4;2;2;6;2000;4
385;4;4;6;4;6;4;3;4;5;6;5;4;5;5;5;6;3;6;1;6;2;7;6;7;5;7;5;5;2;20;1;1;6;2;4;5;0;4
386;5;5;6;5;2;1;2;2;3;2;2;4;5;2;5;2;2;1;2;3;2;4;2;2;2;2;2;5;1;62;1;2;6;5;3;7;3600;2
387;4;4;4;5;4;3;4;3;4;2;3;2;4;3;5;2;1;2;4;3;2;5;4;7;4;5;7;5;2;21;1;1;6;2;2;6;1500;4
388;5;5;4;5;3;3;3;3;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;6;1;1;1;5;2;19;1;2;4;2;2;8;NA;5
389;5;5;5;5;3;3;3;3;5;5;3;5;5;5;5;5;3;3;4;5;6;6;1;5;6;6;2;5;2;26;1;1;7;3;3;7;4200;3
390;5;4;5;3;3;5;2;6;4;6;2;6;3;3;5;1;4;7;1;7;1;7;7;7;7;7;7;5;2;71;1;3;6;6;4;6;22000;2
391;5;4;4;5;2;2;3;4;6;5;5;5;6;5;5;4;3;2;3;5;3;6;3;5;5;4;4;5;1;57;1;3;7;5;5;6;3800;2
392;6;6;6;6;2;2;2;2;2;2;4;2;4;5;5;4;1;1;6;4;1;5;2;3;3;3;3;5;2;68;1;3;4;6;2;6;1490;2
393;2;2;5;5;2;1;3;3;2;1;1;1;1;1;5;2;1;1;1;2;1;5;5;7;5;5;5;5;2;22;1;1;6;2;2;6;1500;4
394;5;5;5;6;3;1;2;2;6;1;5;5;4;5;5;5;2;5;5;5;5;7;1;6;1;1;2;5;1;26;1;2;4;5;4;6;2200;1
395;4;4;4;3;5;4;2;4;5;2;2;2;2;5;5;3;1;2;2;5;1;5;3;3;3;2;2;5;1;24;1;1;7;5;6;6;5000;6
396;5;5;5;5;3;3;3;3;3;3;2;2;3;2;5;2;1;2;2;2;2;3;4;5;3;5;3;5;2;22;1;1;4;2;2;5;3000;3
397;4;4;4;3;4;3;4;3;2;2;1;1;1;2;5;1;2;4;1;1;2;6;2;6;5;7;3;5;2;20;1;2;4;2;3;6;NA;4
398;2;2;2;2;4;4;4;4;1;1;1;1;1;1;5;1;1;1;1;1;1;1;3;5;7;7;6;5;2;23;1;2;6;1;1;4;3000;4
399;5;4;4;4;2;3;2;2;5;5;5;6;5;6;5;4;2;4;5;6;2;7;2;6;1;5;1;5;2;58;1;3;6;5;3;5;2000;4
400;5;5;5;2;4;1;1;2;4;4;5;5;5;4;5;3;1;1;6;6;1;7;1;1;1;3;1;5;2;46;1;3;7;5;3;6;5000;2
401;3;3;3;2;5;5;5;5;4;1;1;1;1;1;5;2;1;1;1;2;1;3;6;7;7;7;6;5;2;37;1;1;5;2;1;3;1200;3
402;3;1;7;3;1;1;1;1;3;3;1;7;1;1;5;3;1;1;3;1;7;7;1;7;4;7;7;5;2;32;1;2;3;2;4;5;1900;2
403;4;4;5;4;4;4;4;4;6;5;6;6;6;6;5;5;2;1;5;6;2;5;3;6;4;4;4;5;1;49;1;3;7;5;2;6;27000;2
404;4;2;5;4;5;3;4;2;6;5;4;5;5;6;5;5;1;7;5;6;2;7;7;6;6;6;7;5;1;50;1;4;4;2;6;6;700;1
405;5;2;5;5;3;4;3;3;2;1;3;2;3;2;5;2;1;7;2;3;1;5;4;7;4;5;6;5;2;22;1;1;6;2;3;7;1000;4
406;2;2;2;6;5;5;5;5;1;1;1;1;1;1;5;1;1;1;2;1;1;1;3;6;5;5;5;5;2;23;1;2;7;3;2;4;1200;3
407;4;4;5;4;4;4;4;4;6;6;5;3;5;6;5;5;4;4;5;5;5;5;4;5;4;4;4;5;1;22;1;1;4;2;3;5;NA;5
408;7;5;5;6;1;1;3;2;3;5;6;2;6;6;5;5;6;4;5;5;1;6;7;7;7;7;7;5;1;19;1;2;4;2;4;8;12000;4
409;4;4;4;5;2;4;4;4;2;1;2;3;2;2;5;2;2;2;1;1;1;2;1;4;1;3;1;5;1;20;1;1;4;2;3;5;1600;4
410;1;1;3;1;6;4;5;3;3;2;4;4;3;3;5;4;4;1;4;3;5;6;4;7;4;6;4;5;1;29;1;1;7;3;4;6;4000;3
411;4;4;3;3;4;4;4;4;3;5;3;3;3;3;5;4;2;4;3;5;2;4;1;6;3;4;4;5;2;19;1;1;4;2;3;5;10000;2
412;4;3;3;4;2;2;4;3;5;1;1;1;2;1;5;5;2;1;1;2;2;7;2;2;4;5;3;5;2;18;1;2;4;2;2;5;1900;5
413;3;3;3;5;2;3;3;3;3;3;3;2;6;6;5;5;2;4;3;5;5;6;5;7;3;6;2;5;1;24;1;1;7;5;3;5;10000;5
414;5;5;4;5;4;4;4;4;5;4;3;3;3;3;5;4;1;1;3;3;1;4;1;3;1;1;1;5;2;40;1;3;7;5;2;7;3200;5
