"id","estimation_condition","low_rep_est1","low_rep_est2","low_rep_est3","low_rep_est4","low_rep_est5","low_rep_est6","low_rep_est_all","addiction1","addiction2","addiction3","addiction4","addiction5","addiction6","imc","addiction7","addiction8","dependency1","dependency2","dependency3","dependency4","dependency5","hour","minute","rm1","rm2","rm3","rm4","rm5","rm6","rm7","rm8","rm9","rm10","rm11","rm12","female","age"
548,0,1,1,5,1,1,1,6,3,1,1,1,3,1,2,2,1,1,3,2,1,3,0,30,3,3,4,4,5,4,3,2,4,3,3,3,2,42
273,1,2,2,3,2,2,2,4,3,3,3,4,5,1,2,3,3,4,3,3,3,4,0,30,6,3,3,5,4,3,4,4,4,3,4,4,2,22
621,1,2,1,2,2,2,3,3,1,2,1,1,5,2,2,1,1,2,2,1,1,2,0,10,3,4,4,4,4,5,3,4,4,5,3,3,2,69
681,1,2,2,4,2,2,1,5,2,2,1,1,4,2,2,2,1,3,2,1,2,1,0,5,3,4,4,4,4,3,3,4,4,3,3,3,1,47
574,0,4,5,4,3,4,2,3,2,2,2,1,4,3,2,5,2,3,1,2,1,2,0,15,2,3,3,3,3,4,3,2,3,3,3,3,2,62
626,0,3,3,2,3,2,2,2,3,5,1,2,5,1,2,1,2,4,4,4,2,3,1,0,3,2,5,2,3,3,3,3,1,4,2,2,1,28
456,0,3,2,5,4,2,2,5,3,5,5,5,6,3,2,6,4,3,3,3,2,2,1,30,5,4,3,4,5,3,2,4,3,4,3,3,2,19
436,1,2,2,6,2,3,1,4,1,2,1,2,3,2,2,2,2,1,1,2,1,4,0,20,3,5,4,4,4,4,3,4,4,3,3,3,1,38
580,1,4,4,4,4,5,4,2,3,2,1,2,4,4,2,3,3,4,2,3,3,2,1,0,5,4,4,4,4,3,4,4,4,3,3,4,1,51
305,1,3,3,4,3,3,3,3,3,2,1,3,5,2,2,4,2,2,2,2,1,2,0,10,3,3,3,4,3,3,4,3,4,3,3,4,1,31
224,0,1,1,4,1,2,2,5,3,5,2,5,6,3,2,5,4,4,3,2,2,2,0,20,3,2,4,2,3,5,1,5,3,4,2,3,2,40
610,1,3,4,3,2,3,2,3,3,4,2,4,5,4,2,2,1,2,2,1,1,2,0,30,5,4,4,4,4,3,2,3,2,3,2,2,2,28
651,1,2,1,4,3,2,2,3,2,2,1,3,4,1,2,4,2,2,1,2,2,1,0,15,3,3,5,2,2,4,2,3,1,3,2,2,1,54
204,1,4,4,4,4,6,4,3,2,2,5,3,5,4,2,3,2,3,3,3,3,2,0,15,3,3,4,4,4,6,3,4,4,3,3,3,1,47
301,1,4,5,3,5,5,6,2,3,2,3,4,4,2,2,3,2,4,2,1,1,2,0,15,3,3,4,4,3,2,3,2,3,3,3,3,2,43
225,1,3,3,3,4,2,2,3,3,2,1,3,6,2,2,3,1,2,1,3,1,3,0,60,4,4,6,4,4,5,4,3,3,4,4,3,2,53
655,1,1,1,6,2,2,2,3,3,5,3,3,5,2,2,3,2,2,1,1,1,1,0,30,6,5,4,4,4,3,3,5,4,5,4,3,2,55
505,1,2,2,3,2,2,3,4,2,2,1,1,4,1,2,2,1,1,2,1,1,2,0,0,4,4,4,5,6,2,4,4,3,4,4,3,1,81
713,0,2,2,5,2,2,1,4,2,3,1,4,4,4,2,5,2,3,3,1,2,3,1,15,4,4,5,4,5,4,4,3,4,2,4,4,1,37
544,1,5,3,3,3,1,3,3,2,1,1,3,5,2,2,4,2,1,1,1,1,1,0,30,3,3,4,4,3,3,3,3,3,4,3,2,1,47
548,1,3,3,4,3,4,4,4,4,5,2,4,5,5,2,4,3,4,4,4,4,2,0,10,4,4,4,3,3,4,3,4,3,4,4,3,2,50
698,0,2,1,4,3,3,3,4,3,4,4,4,5,1,2,5,3,2,2,3,1,3,0,30,2,3,6,2,3,5,4,3,3,5,3,3,1,59
325,1,2,3,3,4,3,3,4,2,2,1,3,3,3,2,4,2,1,1,1,1,2,0,3,5,6,4,4,5,4,3,3,3,3,3,3,1,47
220,1,2,1,5,3,1,1,3,2,4,1,2,5,5,2,3,2,1,1,2,1,2,0,30,3,2,6,4,3,5,3,3,3,4,3,3,1,52
377,0,3,3,3,3,2,2,3,1,2,1,2,3,3,2,2,1,2,2,1,1,1,1,0,4,3,4,4,5,4,2,5,3,2,3,2,2,48
623,0,2,3,4,2,2,1,4,1,2,1,1,2,1,2,3,1,1,1,1,1,3,1,10,4,4,6,5,4,4,4,4,3,6,3,3,1,58
424,0,3,3,3,2,2,2,4,2,4,1,5,2,1,2,1,1,3,2,2,4,3,0,15,3,2,4,5,4,2,6,2,3,3,4,5,1,40
676,0,1,1,6,2,1,1,5,3,4,3,4,3,3,2,2,2,1,2,2,2,3,0,30,3,2,3,3,3,3,3,3,4,4,4,4,2,21
595,0,2,1,5,2,2,2,3,2,4,2,6,5,3,2,3,5,3,3,3,3,3,0,5,3,3,3,3,2,3,1,3,3,3,3,3,1,59
352,1,3,5,4,3,4,3,3,5,6,4,5,5,4,2,5,5,3,3,3,3,2,1,10,3,4,4,5,4,4,1,4,3,4,3,3,1,49
299,0,1,1,5,2,1,1,5,3,5,1,2,6,3,2,3,2,3,1,3,2,4,0,0,4,3,5,4,4,3,4,5,4,5,3,3,1,34
210,1,3,3,3,2,3,3,5,3,5,5,4,4,5,2,4,4,3,3,4,3,4,1,0,4,3,3,5,4,5,4,4,3,4,3,4,1,39
168,0,2,2,6,2,2,1,4,5,6,3,3,5,1,2,2,2,2,2,3,2,4,1,5,3,3,5,4,5,4,4,4,4,4,3,4,1,34
693,0,3,4,4,3,3,1,6,1,1,1,1,6,3,2,2,2,1,1,2,1,2,0,5,4,3,3,4,4,3,4,3,4,3,3,4,1,56
180,1,2,3,4,2,3,2,3,2,2,2,3,5,3,2,2,1,1,2,2,2,1,0,0,2,2,4,4,4,4,5,2,3,4,3,4,2,55
257,0,1,1,4,1,1,1,4,2,2,1,3,5,3,2,3,2,2,1,1,2,1,0,30,3,2,4,3,3,4,3,3,2,4,4,4,1,45
317,0,1,1,5,2,2,3,5,3,5,2,3,7,4,2,4,3,2,1,1,2,2,1,0,4,3,5,3,3,4,4,5,4,4,4,4,1,41
348,1,1,1,4,2,2,1,3,2,2,1,1,6,5,2,2,2,2,1,2,1,3,1,7,4,4,5,3,4,5,4,4,3,5,2,3,1,71
342,1,2,4,3,2,1,2,4,2,3,2,1,3,2,2,3,2,1,2,1,1,1,0,10,3,4,4,3,4,4,4,4,3,5,3,4,1,55
132,1,5,5,1,6,5,4,2,5,5,5,6,2,4,2,4,4,4,3,4,2,3,1,5,4,3,4,4,4,4,3,3,4,4,4,4,1,21
320,1,4,4,5,4,4,3,3,5,5,3,5,6,3,2,6,6,3,3,4,3,4,1,10,3,3,5,3,3,4,3,4,3,5,3,3,1,45
609,0,1,1,5,1,1,1,6,3,3,2,2,4,2,2,2,2,1,1,2,1,1,0,45,2,3,4,3,2,5,4,3,4,4,4,4,2,56
232,0,3,3,5,2,4,2,4,1,1,1,4,5,2,2,2,1,2,2,3,1,2,0,30,2,1,4,2,3,4,5,3,4,3,5,3,1,39
589,0,2,2,4,1,2,2,5,3,4,3,3,4,4,2,4,2,3,2,2,2,1,0,0,5,5,5,5,4,4,3,4,4,4,3,4,2,46
475,0,4,5,5,3,3,3,3,3,2,3,2,5,4,2,2,3,3,2,2,2,1,0,0,4,3,4,4,4,3,6,5,4,3,3,3,1,55
432,1,4,4,2,4,3,4,1,1,1,3,1,3,3,2,5,3,1,1,1,1,2,0,0,2,3,3,2,3,3,3,3,4,4,4,4,2,43
302,1,5,4,2,5,4,4,2,2,1,2,1,2,3,2,2,2,2,1,1,1,1,0,3,3,3,4,5,3,3,4,3,3,5,3,3,1,31
205,0,2,2,5,3,2,3,6,7,6,7,6,7,3,2,7,6,3,4,4,2,2,2,0,4,5,4,4,5,5,3,4,4,4,4,3,1,48
624,0,4,4,4,3,3,3,3,3,5,2,5,5,5,2,4,4,4,4,3,3,3,0.5,20,3,4,3,3,3,4,2,3,1,4,2,2,1,42
484,1,1,1,3,1,1,1,3,2,2,1,3,4,1,2,2,2,1,1,1,1,2,0,30,2,3,3,3,1,2,2,2,3,2,3,4,1,37
570,1,2,3,6,3,3,3,3,2,3,1,5,6,1,2,3,1,3,2,2,2,4,0,20,6,4,6,3,3,3,2,3,3,4,3,3,2,34
696,1,2,3,4,3,3,2,4,3,4,1,4,5,4,2,4,4,3,3,4,3,1,1,0,4,4,5,5,3,6,6,4,3,4,3,3,1,47
212,1,2,3,3,1,3,1,5,2,2,1,2,4,3,2,2,2,3,2,4,4,1,1,10,5,5,5,4,4,5,4,4,3,5,4,5,1,37
618,1,2,1,3,2,1,2,5,1,1,1,1,4,1,2,2,1,1,1,1,1,1,0,30,4,3,5,6,5,4,6,3,5,5,5,5,1,72
395,1,2,3,2,1,1,2,3,3,5,1,3,5,4,2,2,3,4,1,1,2,1,3,15,3,3,5,4,5,2,4,3,4,4,4,4,2,37
490,1,3,3,4,2,3,3,4,3,1,1,1,4,2,2,1,2,1,3,3,2,3,1,15,4,3,4,4,5,2,4,3,4,4,4,3,1,48
549,1,3,4,3,3,3,3,3,1,1,1,1,5,2,2,4,1,1,1,1,1,2,0,20,5,5,4,4,4,4,3,4,3,4,3,3,1,52
214,1,3,2,2,2,2,3,3,2,2,1,2,6,3,2,2,2,1,2,2,2,1,0,10,3,4,4,4,3,4,5,4,3,5,4,4,1,50
412,1,2,2,4,3,2,2,4,1,2,1,3,4,2,2,2,1,1,1,2,1,2,0,30,4,3,4,5,4,2,3,4,4,5,3,2,1,51
675,1,5,6,1,5,6,5,2,3,5,3,2,4,3,2,5,4,2,3,2,2,1,1,0,2,2,3,2,3,4,3,4,3,3,3,3,1,81
209,1,2,3,3,2,2,3,3,2,4,1,1,3,3,2,1,2,1,1,1,1,2,0,10,4,4,4,5,4,2,3,3,3,3,3,4,1,43
431,0,3,1,3,2,1,3,5,2,2,1,3,3,4,2,2,1,1,2,2,1,1,2,10,2,2,2,4,5,4,5,2,5,4,6,6,1,42
430,1,3,2,4,2,3,2,4,2,1,2,1,1,3,2,2,3,3,2,1,2,2,1,30,2,3,2,3,4,3,4,3,4,4,4,5,1,25
273,0,2,2,5,1,1,1,6,1,2,2,1,6,4,2,4,1,1,1,1,2,3,0,50,2,3,4,2,3,3,3,3,4,2,4,4,1,42
595,0,2,3,4,3,4,2,4,3,5,3,6,7,3,2,5,2,3,1,2,2,1,0,30,3,4,5,3,3,5,4,5,3,5,3,4,2,53
187,0,4,4,3,3,3,3,3,4,3,2,3,5,2,2,5,4,2,2,2,2,2,0,30,2,1,3,3,4,5,6,3,5,5,6,5,1,50
336,0,3,3,3,4,3,2,3,1,1,1,2,2,4,2,1,2,3,1,2,2,3,1,0,4,4,3,5,4,3,6,3,5,4,5,5,1,36
664,1,4,3,4,1,2,2,4,3,3,2,5,6,3,2,6,4,2,3,4,2,2,0,60,4,4,4,3,4,2,3,3,3,4,3,3,1,52
390,1,4,5,2,4,5,4,3,3,3,1,1,3,2,2,3,3,1,1,3,2,2,0,5,4,3,4,4,4,5,3,3,4,4,2,4,1,44
215,1,5,4,1,3,4,6,3,5,6,3,5,5,3,2,3,2,4,4,3,4,2,1,10,4,5,4,4,5,3,3,4,3,3,3,3,1,41
344,1,3,3,4,2,2,2,3,1,2,1,4,3,3,2,2,2,2,2,2,2,3,0,30,3,3,5,3,3,6,3,5,4,5,4,3,2,41
513,1,3,3,3,2,3,4,3,3,4,1,3,5,3,2,5,6,4,4,4,4,2,0,30,4,3,5,3,3,3,3,4,2,3,2,3,1,36
598,1,4,3,3,4,4,2,3,1,2,1,1,3,1,2,1,1,2,2,2,1,2,1,0,3,3,4,2,3,5,4,4,4,4,4,4,1,48
717,1,1,1,6,2,1,1,6,3,1,2,4,5,3,2,5,3,1,2,2,1,1,1,3,4,4,5,3,4,5,4,4,2,5,3,2,2,59
490,1,4,4,4,4,4,3,3,5,5,4,5,5,5,2,6,6,2,4,4,2,2,1,20,3,4,4,4,4,3,4,3,4,4,4,4,1,42
348,0,2,2,5,2,3,3,6,4,4,1,2,5,4,2,2,4,3,3,3,4,4,3,1,5,5,4,4,4,5,4,4,4,5,3,3,1,53
373,1,1,1,6,1,1,1,5,2,1,1,2,5,2,2,1,2,2,1,2,1,3,0,30,5,5,5,4,3,4,3,3,3,3,2,2,1,46
225,1,3,4,4,3,3,2,3,1,2,1,3,1,2,2,2,1,2,1,1,1,2,1,0,4,4,3,3,4,3,2,4,2,3,2,2,1,55
555,1,2,2,3,2,1,1,4,2,1,1,1,3,1,2,3,1,1,1,2,1,2,0,40,4,3,3,3,3,4,4,3,2,4,3,3,1,37
682,1,2,2,3,1,1,2,4,1,5,2,3,3,1,2,2,1,2,1,1,2,2,0,20,3,3,4,4,5,3,5,3,4,4,4,5,1,67
175,1,4,3,4,2,4,2,3,1,2,1,1,2,1,2,1,1,1,2,2,1,4,0,20,5,4,4,5,4,4,3,4,3,4,3,3,2,40
127,1,5,6,3,5,4,4,3,2,2,3,2,5,1,2,2,2,1,1,2,1,2,0,10,4,4,4,3,4,4,3,4,2,5,3,4,2,44
469,1,4,5,3,5,4,5,3,1,1,1,2,4,2,2,1,1,1,1,2,2,1,0,20,3,3,2,5,6,3,5,3,3,4,4,3,1,45
213,1,3,2,1,3,4,2,3,3,4,2,3,2,3,2,3,4,2,2,4,3,2,0,0,4,4,5,5,4,5,5,4,4,4,4,4,1,49
469,0,5,5,3,4,5,3,3,3,5,1,5,4,3,2,6,4,2,3,3,2,2,0,15,3,2,4,4,3,1,4,3,3,3,3,4,1,46
532,0,2,1,6,2,1,1,6,1,1,1,2,2,3,2,1,2,1,1,1,1,2,0,30,3,3,4,3,4,4,4,3,3,4,3,3,1,38
515,1,4,2,3,2,3,3,4,1,4,1,3,5,4,2,1,1,2,2,3,2,2,0,15,4,3,3,4,4,3,2,3,1,1,2,3,1,41
429,0,1,1,5,1,1,1,6,3,4,2,4,5,4,2,2,3,4,2,4,3,2,0,0,3,3,4,3,4,3,5,4,3,4,3,3,1,40
394,0,1,1,5,1,2,1,4,4,2,2,2,4,2,2,2,4,2,2,2,2,3,0,15,3,2,2,4,4,3,4,3,3,2,4,4,1,46
199,0,4,4,3,4,4,3,3,5,5,1,3,2,3,2,3,2,2,1,3,2,1,0,40,2,3,5,4,4,3,4,4,4,4,4,4,1,60
341,1,2,1,3,1,2,2,5,1,2,1,1,6,4,2,1,1,2,2,3,2,2,0,15,5,5,6,3,3,4,3,3,3,5,3,3,1,62
199,1,3,3,6,4,4,2,4,2,3,1,3,4,3,2,4,3,4,1,3,3,3,0,0,3,2,3,3,3,2,4,3,4,4,4,5,1,51
442,0,3,3,5,2,2,2,4,2,2,1,1,2,1,2,1,1,1,1,3,2,2,0,40,4,4,5,3,3,5,2,4,3,4,3,3,1,53
322,0,1,1,4,1,1,1,4,3,4,1,5,2,3,2,3,3,3,1,2,2,1,0,30,3,3,3,5,4,4,5,4,5,5,5,5,1,42
651,1,2,2,3,2,1,2,3,2,2,1,4,3,1,2,2,2,1,1,1,1,2,0,5,3,3,3,4,4,1,3,3,3,3,3,3,1,41
504,1,3,4,2,3,5,2,3,4,3,1,3,5,3,2,3,2,3,2,4,4,3,0,5,3,3,3,5,5,4,5,3,4,3,3,4,1,20
326,0,2,3,5,2,2,2,5,3,6,2,4,3,4,2,4,4,3,2,3,2,3,1,5,4,4,2,5,6,5,4,4,3,4,3,3,1,22
358,0,2,2,4,1,1,1,3,1,2,2,4,5,2,2,2,3,3,2,2,2,2,0,10,5,4,6,4,4,5,4,4,1,5,2,3,1,47
467,1,3,3,1,2,3,2,3,2,5,1,2,5,5,2,3,4,3,4,4,1,3,0,3,3,3,3,4,4,5,4,5,5,3,4,3,2,54
641,1,3,3,5,5,3,3,4,1,3,1,2,5,4,2,2,1,1,2,1,1,2,1,0,5,6,4,5,4,5,2,5,2,3,2,2,1,41
650,0,3,3,3,3,3,1,3,2,4,2,4,2,2,2,4,2,3,2,1,1,2,0,5,3,4,5,3,3,4,4,3,4,5,3,4,1,69
588,1,2,3,3,3,3,2,3,1,4,1,4,4,2,2,1,1,2,1,1,1,1,0,20,4,4,4,4,4,4,4,4,4,4,4,4,2,60
553,1,1,1,5,1,2,1,4,3,1,1,2,4,3,2,1,3,1,1,2,1,2,0,10,4,3,5,4,3,4,3,4,3,4,4,5,1,42
