"","Concentrated","Petition_1","Petition_2","Petition_3","Petition_4","Petition_5","Petition_6","Petition_7","Petition_8","Age","Gender","Ethnicity_1","Ethnicity_2","Ethnicity_3","Ethnicity_4","Ethnicity_5","Ethnicity_6","Religion","Services","Confidence_religion","Pak","Politics","Morals","Conservative","Education","Income","Q215","Ladder","Ladder_resp","Employed","LostJob","Technical","code"
"335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,1,NA,NA,NA,NA,NA,8,1,-4,1,3,5,5,6,2,1,1,3,1,2,1,1
"338",1,NA,1,1,NA,1,1,NA,1,38,2,1,NA,NA,NA,NA,NA,1,4,3,1,5,5,5,5,4,1,1,3,1,2,1,1
"339",1,NA,1,1,NA,NA,NA,NA,NA,22,2,1,NA,NA,NA,NA,NA,1,4,4,1,2,7,7,2,2,1,1,6,1,2,1,1
"340",1,NA,NA,1,NA,NA,NA,NA,NA,22,2,1,NA,NA,NA,NA,NA,7,1,-4,2,3,7,4,5,1,1,1,9,2,2,1,1
"341",1,1,1,NA,NA,1,1,NA,1,54,2,NA,NA,NA,NA,NA,1,5,1,1,1,2,5,6,5,2,1,1,8,1,1,1,1
"342",1,1,1,1,NA,NA,1,NA,NA,34,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,6,6,4,3,1,1,8,1,2,1,NA
"343",NA,1,1,1,1,1,1,1,1,32,2,NA,NA,1,NA,NA,NA,8,1,1,1,1,6,1,5,1,1,1,10,1,2,1,1
"344",1,NA,NA,1,NA,NA,NA,NA,NA,22,2,1,NA,NA,NA,NA,NA,7,1,-4,2,3,7,4,5,1,1,1,9,2,2,1,1
"345",NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2,1,NA,NA,NA,NA,NA,1,3,2,1,2,3,6,5,2,1,1,6,1,2,1,1
"346",1,1,1,1,1,1,1,1,1,48,1,1,NA,NA,NA,NA,NA,1,3,3,1,2,4,5,5,4,1,1,6,1,2,1,NA
"347",1,NA,1,1,1,NA,1,1,1,31,2,1,NA,NA,NA,NA,NA,7,1,-4,1,4,4,3,5,3,1,1,6,1,2,1,NA
"348",NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2,1,NA,NA,NA,NA,NA,7,1,-4,1,4,5,2,4,2,1,1,4,1,2,1,1
"349",1,NA,NA,1,NA,1,NA,1,1,40,2,1,NA,NA,NA,NA,NA,1,3,3,1,4,4,3,6,3,1,1,7,1,2,1,1
"350",1,1,1,1,1,1,1,1,1,30,2,1,NA,NA,NA,NA,NA,8,1,-4,2,1,4,1,5,3,1,1,6,1,1,1,1
"351",1,NA,1,1,1,NA,1,1,1,34,1,1,NA,NA,NA,NA,NA,0,1,-4,1,6,2,3,4,4,1,1,8,1,2,1,1
"352",NA,1,NA,1,1,NA,1,1,1,28,2,1,NA,NA,NA,NA,NA,7,1,-4,1,3,7,4,5,2,1,1,9,1,2,1,1
"353",1,1,1,1,1,1,1,1,1,52,1,1,NA,NA,NA,NA,NA,1,4,2,2,1,6,2,6,5,1,1,3,1,1,1,1
"354",NA,NA,NA,1,NA,NA,NA,NA,NA,32,1,1,NA,NA,NA,NA,NA,1,1,-3,1,5,6,6,8,3,1,1,3,1,1,2,1
"355",NA,NA,NA,NA,NA,NA,1,NA,NA,32,2,NA,NA,1,NA,NA,NA,1,5,4,1,4,6,3,6,2,1,1,7,1,2,1,1
"356",1,NA,NA,1,NA,1,1,NA,NA,38,2,1,NA,NA,NA,NA,NA,1,1,4,1,2,5,6,3,4,1,1,4,1,2,1,1
"357",1,1,1,1,1,1,1,1,1,52,1,1,NA,NA,NA,NA,NA,1,4,2,2,1,6,2,6,5,1,1,3,1,1,1,1
"358",1,NA,1,1,NA,1,1,NA,NA,51,1,1,NA,NA,NA,NA,NA,1,1,3,1,2,6,6,3,2,1,1,6,2,1,1,1
"359",1,1,1,1,1,1,1,1,1,50,1,NA,NA,NA,NA,1,NA,1,4,3,2,5,5,5,5,3,1,1,6,1,2,1,1
"360",NA,1,1,1,1,1,1,1,1,29,1,1,NA,NA,NA,NA,NA,1,2,4,1,1,6,6,6,3,1,1,9,1,2,1,1
"361",1,NA,NA,NA,NA,NA,NA,1,NA,53,1,NA,NA,1,NA,NA,NA,8,1,-4,1,1,6,1,5,5,1,1,6,1,2,2,1
"362",1,NA,1,NA,NA,1,1,NA,NA,28,1,NA,NA,NA,NA,1,NA,1,1,-2,1,1,4,2,4,2,1,1,10,2,1,1,1
"363",NA,1,1,1,1,1,1,1,1,24,1,NA,NA,NA,NA,1,NA,2,1,-3,2,4,4,4,4,3,1,1,6,2,2,1,1
"364",NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1,1,NA,NA,NA,NA,NA,7,1,-4,1,3,6,4,2,2,1,1,10,1,1,1,1
"365",NA,1,1,1,1,1,1,1,1,30,2,1,NA,NA,NA,NA,NA,1,1,2,1,1,5,2,8,5,1,1,6,1,2,2,1
"366",1,1,1,1,1,NA,1,1,1,54,1,1,NA,NA,NA,NA,NA,1,4,2,1,2,5,6,5,3,1,1,8,1,2,1,NA
"367",1,1,NA,NA,1,NA,1,NA,1,47,2,1,NA,NA,NA,NA,NA,1,3,2,1,5,5,5,5,3,1,1,6,1,2,1,1
"368",NA,1,1,1,1,1,1,1,1,38,1,1,NA,NA,NA,NA,NA,0,1,0,1,3,4,4,4,3,1,1,4,1,1,1,NA
"369",NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,1,NA,NA,NA,NA,NA,8,1,-4,1,3,4,3,4,4,1,1,5,1,2,1,1
"370",NA,1,NA,NA,NA,NA,1,NA,NA,59,2,1,NA,NA,NA,NA,NA,1,1,3,1,2,4,7,2,2,1,1,7,2,1,1,1
"371",1,NA,1,1,1,1,NA,NA,NA,27,1,NA,NA,1,NA,NA,NA,1,3,2,2,2,5,4,5,2,1,1,6,1,1,1,1
"372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",NA,NA,NA,NA,NA,NA,NA,NA,1,30,2,NA,NA,NA,NA,1,NA,7,1,-2,2,4,4,3,5,2,1,1,8,1,2,1,1
"374",1,1,1,1,1,1,1,1,1,36,1,1,NA,NA,NA,NA,NA,0,1,-4,2,1,5,2,5,4,1,1,4,1,2,1,1
"375",1,1,1,NA,NA,1,1,1,NA,20,2,1,NA,NA,NA,NA,NA,1,2,2,1,3,5,3,4,4,1,1,3,1,2,1,1
"376",1,1,1,NA,NA,1,NA,1,1,41,1,1,NA,NA,NA,NA,NA,7,3,-2,1,1,5,3,5,4,1,1,5,1,2,1,1
"377",NA,NA,NA,1,1,1,NA,1,1,32,2,NA,NA,NA,NA,NA,1,8,1,-4,2,1,7,2,4,1,1,1,9,2,2,1,1
"378",1,NA,1,1,NA,NA,1,NA,NA,53,2,1,NA,NA,NA,NA,NA,1,2,1,2,1,5,2,4,2,1,1,5,1,2,1,1
"379",1,1,1,1,1,NA,1,NA,1,27,1,1,NA,NA,NA,NA,NA,1,2,-2,1,5,6,5,2,1,1,1,10,2,2,1,1
"380",1,1,1,1,NA,1,1,1,1,24,2,1,NA,NA,NA,NA,NA,1,4,4,1,2,5,5,4,2,1,1,5,2,2,1,1
"381",NA,NA,NA,NA,NA,NA,NA,NA,1,21,1,NA,NA,NA,NA,1,NA,7,2,0,2,3,4,4,4,4,1,1,8,1,2,1,1
"382",NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,1,NA,NA,NA,NA,NA,7,1,-4,1,6,7,4,4,1,1,1,9,2,2,1,1
"383",NA,1,1,1,1,1,1,1,1,36,1,1,NA,NA,NA,NA,NA,1,4,2,2,1,4,5,6,4,1,1,5,1,2,1,1
"384",NA,NA,1,1,1,1,1,1,1,32,2,1,NA,NA,NA,NA,NA,1,2,3,1,6,6,4,4,2,1,1,10,1,1,1,NA
"385",1,NA,NA,NA,1,1,1,1,1,33,2,1,NA,NA,NA,NA,NA,8,1,2,1,1,6,1,6,2,1,1,7,1,2,1,1
"386",NA,1,1,1,1,1,1,1,1,29,1,1,NA,NA,NA,NA,NA,0,1,0,1,3,5,2,2,1,1,1,9,1,1,1,1
"387",NA,NA,NA,1,NA,NA,NA,NA,NA,20,2,NA,NA,1,NA,NA,NA,8,1,-4,1,3,7,5,2,3,1,1,5,1,1,1,1
"388",NA,1,1,1,1,1,1,1,1,30,2,1,NA,NA,NA,NA,NA,10,1,-4,1,1,7,1,4,1,1,1,9,2,1,2,1
"389",NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,1,1,NA,1,1,1,1,1,3,1,3,5,4,4,2,1,1,9,1,2,1,1
"390",NA,NA,NA,NA,NA,1,NA,1,NA,39,2,NA,NA,1,NA,NA,NA,4,4,3,2,4,5,3,4,4,1,1,8,2,2,1,1
"391",NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,1,NA,NA,NA,NA,NA,0,1,-4,2,1,6,1,5,1,1,1,7,1,2,2,1
"392",1,NA,NA,NA,1,1,NA,NA,NA,39,1,1,NA,NA,NA,NA,NA,0,1,0,1,1,3,2,5,4,1,1,6,1,2,1,1
"393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",1,NA,NA,1,NA,NA,NA,NA,NA,64,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,6,6,4,1,1,1,7,1,2,1,1
"396",1,1,1,1,1,NA,1,1,1,32,2,1,NA,NA,NA,NA,NA,1,4,4,1,2,7,7,4,3,1,1,6,2,2,2,NA
"397",1,NA,NA,NA,NA,NA,NA,1,1,48,2,1,NA,NA,NA,NA,NA,1,5,4,1,5,6,5,4,2,1,1,9,2,1,1,1
"398",1,NA,1,NA,NA,NA,NA,NA,NA,36,2,1,NA,NA,NA,NA,NA,1,1,0,1,5,5,5,3,4,1,1,7,1,2,2,1
"399",1,1,1,1,1,1,1,1,1,52,1,1,NA,NA,NA,NA,NA,1,4,2,2,1,6,2,6,5,1,1,3,1,1,1,1
"400",1,NA,NA,NA,NA,NA,NA,NA,NA,52,2,1,NA,NA,NA,NA,NA,8,1,-4,2,1,4,2,4,2,1,1,6,1,1,1,1
"401",NA,1,1,1,1,1,1,1,1,32,1,1,NA,NA,NA,NA,NA,1,2,-2,1,4,5,4,6,4,1,1,8,1,2,2,1
"402",NA,1,1,1,NA,1,NA,1,NA,33,2,NA,NA,1,NA,NA,NA,7,1,-4,2,3,7,4,4,2,1,1,9,1,1,2,1
"403",NA,1,1,1,1,1,1,1,1,27,2,1,NA,NA,NA,NA,NA,7,1,4,1,4,7,3,5,2,1,1,9,2,2,1,1
"404",1,NA,NA,1,NA,NA,1,NA,NA,29,1,1,NA,NA,NA,NA,NA,0,2,0,1,3,6,5,5,5,1,1,6,1,2,1,NA
"405",1,1,1,1,1,1,1,1,1,42,2,1,NA,NA,NA,NA,NA,7,1,-2,1,1,5,2,5,5,1,1,6,2,2,2,1
"406",1,1,1,1,1,1,1,1,1,34,2,NA,NA,1,NA,NA,NA,0,1,-4,1,1,5,3,4,3,1,1,6,1,2,2,1
"407",1,NA,NA,NA,1,1,1,1,1,33,2,1,NA,NA,NA,NA,NA,8,1,2,1,1,6,1,6,2,1,1,7,1,2,1,1
"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,1,NA,NA,NA,NA,NA,8,1,-4,1,3,5,5,6,2,1,1,3,1,2,1,1
"409",NA,NA,1,1,NA,NA,1,NA,NA,34,1,NA,NA,NA,1,NA,NA,NA,1,0,2,3,6,4,2,1,1,1,2,1,2,2,1
"410",NA,1,1,1,1,1,1,1,1,68,2,1,NA,NA,NA,NA,NA,10,2,1,1,3,2,4,4,3,1,1,7,2,2,1,NA
"411",1,NA,1,NA,NA,1,NA,NA,1,31,1,1,NA,NA,NA,NA,NA,1,4,2,1,4,6,5,4,2,1,1,7,1,2,1,1
"412",1,1,1,1,1,1,1,1,1,23,2,1,NA,NA,NA,1,NA,0,1,-2,1,4,4,3,4,3,1,1,7,1,2,1,NA
"413",1,NA,NA,NA,NA,NA,NA,NA,NA,52,2,1,NA,NA,NA,NA,NA,8,1,-4,2,1,4,2,4,2,1,1,6,1,1,1,1
"414",NA,1,1,1,1,1,1,1,1,29,2,1,NA,NA,NA,NA,NA,0,1,0,1,3,5,3,2,3,1,1,8,2,2,1,1
"415",NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,1,NA,NA,NA,NA,NA,7,1,-4,2,1,6,3,5,3,1,1,6,1,2,1,1
"416",NA,NA,NA,NA,NA,NA,1,NA,NA,24,2,1,NA,NA,NA,NA,NA,0,1,-4,1,4,4,3,4,1,1,1,7,1,1,1,1
"417",NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,1,NA,NA,NA,NA,NA,8,1,-4,1,3,5,5,6,2,1,1,3,1,2,1,1
"418",1,1,1,1,1,1,1,1,1,32,2,1,NA,NA,NA,NA,NA,0,2,0,1,3,5,4,5,2,1,1,9,1,2,1,NA
"419",NA,1,1,1,1,1,1,1,1,32,2,1,NA,NA,NA,NA,NA,1,1,-2,1,1,7,2,5,4,1,1,5,1,2,1,1
"420",NA,NA,1,1,NA,1,1,1,NA,25,1,1,NA,NA,NA,NA,NA,1,5,4,2,2,4,7,6,4,1,1,1,1,2,1,1
"421",1,NA,1,1,1,1,1,1,1,27,1,NA,1,NA,NA,NA,NA,1,2,-2,1,1,5,2,5,2,1,1,10,1,2,2,1
"422",NA,1,1,1,1,1,1,1,1,29,2,NA,1,NA,NA,NA,NA,0,1,-4,2,7,3,4,5,4,1,1,5,1,2,1,1
"423",1,NA,1,NA,1,NA,NA,1,NA,56,2,1,NA,NA,NA,NA,NA,3,1,2,2,1,6,2,4,1,1,1,9,1,2,1,1
"424",NA,NA,1,1,NA,NA,NA,NA,NA,21,1,1,NA,NA,NA,NA,NA,1,3,-1,1,4,7,4,5,3,1,1,6,1,1,2,1
"425",1,NA,NA,1,NA,NA,1,1,1,35,1,NA,1,NA,NA,NA,NA,1,2,2,1,6,6,4,5,2,1,1,9,1,1,1,1
"426",1,NA,NA,NA,NA,1,1,1,NA,42,2,1,NA,NA,NA,NA,NA,1,2,0,1,2,5,5,4,3,1,1,8,1,1,1,1
"427",1,1,1,1,1,1,1,1,1,23,2,1,NA,NA,NA,NA,NA,0,1,-2,1,4,4,3,4,1,1,1,7,1,2,2,1
"428",NA,NA,1,1,1,1,NA,NA,NA,27,1,1,NA,1,NA,NA,NA,7,1,-4,2,4,5,3,5,3,1,1,4,1,2,1,1
"429",NA,1,1,1,1,1,1,1,1,41,2,1,NA,NA,NA,NA,NA,1,4,4,2,5,7,6,6,2,1,1,2,1,2,1,1
"430",1,1,NA,NA,NA,NA,NA,NA,NA,19,1,NA,NA,1,NA,NA,NA,1,1,-3,2,1,3,4,2,3,1,1,4,2,2,2,NA
"431",1,1,1,1,1,1,1,1,1,50,1,NA,NA,NA,NA,1,NA,1,4,3,2,5,5,5,5,3,1,1,6,1,2,1,1
"432",1,NA,NA,1,NA,NA,1,NA,NA,29,1,1,NA,NA,NA,NA,NA,0,2,0,1,3,6,5,5,5,1,1,6,1,2,1,NA
"433",1,1,1,NA,1,1,1,1,1,23,2,1,NA,NA,NA,NA,NA,5,2,0,1,1,5,1,5,5,1,1,4,2,2,1,1
"434",NA,NA,NA,NA,NA,1,1,1,NA,32,2,NA,NA,1,NA,NA,NA,1,4,3,2,1,5,2,5,1,1,1,8,1,2,1,1
"435",1,1,1,1,NA,NA,1,NA,NA,34,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,6,6,4,3,1,1,8,1,2,1,NA
"436",NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,1,NA,NA,NA,NA,NA,7,1,-3,1,1,4,1,7,2,1,1,4,1,2,NA,NA
"437",NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2,1,NA,NA,NA,NA,NA,1,2,1,1,1,4,1,5,3,1,1,4,1,2,1,1
"438",NA,NA,1,NA,1,1,1,1,1,56,1,1,NA,NA,NA,NA,NA,0,1,4,1,1,6,2,7,1,1,1,8,2,2,1,NA
"439",1,NA,NA,NA,NA,NA,1,NA,NA,25,1,1,NA,NA,NA,NA,NA,1,1,-4,1,3,4,4,4,1,1,1,9,1,2,2,1
"440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",1,1,1,1,NA,1,1,1,1,24,2,1,NA,NA,NA,NA,NA,1,4,4,1,2,5,5,4,2,1,1,5,2,2,1,1
"442",NA,1,1,1,NA,NA,1,NA,1,28,2,1,NA,NA,NA,NA,NA,8,1,-2,1,3,6,2,4,1,1,1,3,1,1,2,1
"443",NA,NA,NA,NA,NA,NA,NA,NA,1,29,2,1,NA,NA,NA,NA,NA,0,1,-4,1,1,3,4,5,3,1,1,6,1,2,1,1
"444",NA,1,1,1,NA,1,1,NA,NA,41,1,1,NA,NA,NA,NA,NA,2,5,4,1,3,7,4,5,3,1,1,9,1,1,2,1
"445",1,1,1,NA,NA,1,1,1,NA,20,2,1,NA,NA,NA,NA,NA,1,2,2,1,3,5,3,4,4,1,1,3,1,2,1,1
"446",NA,1,1,1,1,1,1,1,1,30,2,NA,NA,1,NA,NA,NA,10,1,-4,1,7,2,4,4,1,1,1,6,1,1,1,NA
"447",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",NA,1,1,1,NA,1,NA,NA,NA,25,1,NA,NA,NA,NA,1,NA,1,2,0,1,2,4,3,5,5,1,1,11,2,2,1,1
"449",1,NA,NA,NA,NA,NA,NA,NA,NA,52,2,1,NA,NA,NA,NA,NA,8,1,-4,2,1,4,2,4,2,1,1,6,1,1,1,1
"450",1,NA,NA,NA,NA,NA,NA,NA,1,42,1,NA,1,NA,NA,NA,NA,1,3,2,1,2,6,6,5,5,1,1,4,1,2,1,1
"451",NA,NA,1,1,NA,1,1,NA,NA,36,2,1,1,NA,NA,NA,NA,1,3,2,1,5,5,5,4,1,1,1,8,1,2,1,1
"452",NA,NA,NA,NA,NA,NA,NA,NA,1,29,2,1,NA,NA,NA,NA,NA,7,1,-4,1,6,4,4,2,3,1,1,6,2,2,1,1
"453",1,NA,1,NA,1,1,1,1,1,36,2,1,NA,NA,NA,NA,NA,8,1,-4,1,1,5,1,4,5,1,1,5,2,2,1,1
"454",1,1,1,1,1,1,NA,NA,1,23,1,NA,1,NA,NA,NA,NA,1,1,2,2,1,5,5,4,2,1,1,6,1,2,1,1
"455",1,1,1,1,1,1,1,1,1,34,2,1,NA,NA,NA,NA,NA,1,2,1,2,5,5,6,5,1,1,1,4,1,2,1,1
"456",NA,NA,1,1,1,1,1,1,1,29,1,1,NA,NA,NA,NA,NA,8,1,-1,1,1,5,2,4,1,1,1,7,1,2,1,NA
"457",NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,1,1,NA,1,1,1,1,1,3,1,3,5,4,4,2,1,1,9,1,2,1,1
"458",NA,NA,NA,1,NA,1,NA,NA,NA,35,1,1,NA,NA,NA,NA,NA,1,3,0,1,2,3,5,5,5,1,1,3,1,2,1,1
"459",1,1,NA,NA,1,NA,1,NA,1,47,2,1,NA,NA,NA,NA,NA,1,3,2,1,5,5,5,5,3,1,1,6,1,2,1,1
"460",NA,NA,1,1,NA,1,NA,NA,NA,53,2,1,NA,NA,NA,NA,NA,1,5,4,1,2,7,7,4,2,1,1,7,1,2,1,1
"461",NA,NA,1,1,NA,NA,1,NA,1,41,2,1,NA,NA,NA,NA,NA,0,1,-4,2,3,1,1,5,3,1,1,11,1,1,1,NA
"462",NA,NA,NA,NA,1,NA,1,1,NA,25,1,NA,NA,NA,NA,1,NA,0,1,-4,2,1,7,1,5,3,1,1,6,1,2,2,1
"463",NA,NA,1,1,1,1,1,1,1,38,1,1,1,NA,NA,NA,NA,1,5,4,2,1,5,1,4,3,1,1,6,2,2,2,1
"464",1,1,1,NA,NA,1,1,NA,1,54,2,NA,NA,NA,NA,NA,1,5,1,1,1,2,5,6,5,2,1,1,8,1,1,1,1
"465",1,NA,NA,NA,NA,1,NA,1,NA,47,1,NA,NA,1,NA,NA,NA,1,4,4,1,1,7,2,5,3,1,1,5,1,2,1,1
"466",NA,NA,NA,NA,1,1,1,1,1,33,2,NA,NA,1,NA,NA,NA,7,1,-4,1,1,5,1,4,2,1,1,6,1,2,1,1
"467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",1,NA,NA,NA,NA,NA,1,1,NA,46,2,1,NA,NA,NA,NA,NA,1,1,-4,1,1,6,1,3,3,1,1,9,1,1,1,NA
"470",1,1,1,1,1,1,1,1,1,48,1,1,NA,NA,NA,NA,NA,1,3,3,1,2,4,5,5,4,1,1,6,1,2,1,NA
"471",1,NA,1,1,NA,NA,1,1,1,56,1,1,NA,NA,NA,NA,NA,1,1,2,1,5,6,5,4,2,1,1,9,2,1,1,1
"472",NA,NA,1,1,1,NA,1,1,1,30,2,NA,NA,1,NA,NA,NA,1,2,1,1,4,6,2,4,4,1,1,6,1,2,1,1
"473",NA,NA,NA,1,1,NA,1,NA,NA,33,1,1,NA,NA,NA,NA,NA,7,1,-4,1,2,4,6,4,4,1,1,8,1,2,1,1
"474",NA,NA,1,NA,1,1,1,1,1,21,2,1,NA,NA,NA,NA,NA,8,1,-4,1,1,7,2,5,2,1,1,8,1,2,1,1
"475",NA,NA,1,1,1,NA,1,1,1,40,2,1,NA,NA,NA,NA,NA,1,2,2,2,5,5,4,5,2,1,1,6,1,2,1,1
"476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",1,NA,NA,1,1,1,NA,1,1,49,1,1,NA,NA,NA,NA,NA,0,1,-4,1,2,6,6,3,3,1,1,8,1,2,1,1
"478",1,NA,1,1,NA,NA,1,NA,NA,26,1,1,1,NA,NA,NA,NA,8,1,2,2,6,6,3,4,2,1,1,10,2,1,1,1
"479",1,NA,NA,NA,NA,NA,NA,NA,NA,29,1,1,NA,NA,NA,NA,NA,0,1,-4,2,3,5,4,5,3,1,1,4,1,2,1,NA
"480",1,NA,1,NA,1,1,1,1,1,32,1,NA,NA,1,NA,NA,NA,1,1,0,2,4,7,1,5,3,1,1,6,1,1,1,1
"481",NA,NA,NA,NA,NA,NA,1,NA,NA,32,2,NA,NA,1,NA,NA,NA,1,5,4,1,4,6,3,6,2,1,1,7,1,2,1,1
"482",1,NA,NA,NA,NA,NA,NA,NA,NA,31,2,1,NA,NA,NA,NA,NA,1,1,0,2,5,1,5,5,1,1,1,8,2,1,1,1
"483",1,1,1,1,1,1,1,1,1,28,1,NA,NA,NA,NA,1,NA,3,5,2,2,2,4,4,6,4,1,1,4,1,2,1,1
"484",1,NA,1,1,NA,1,1,NA,1,38,2,1,NA,NA,NA,NA,NA,1,4,3,1,5,5,5,5,4,1,1,3,1,2,1,1
"485",NA,NA,1,1,1,1,NA,1,NA,56,1,1,NA,NA,NA,NA,NA,1,1,-4,2,1,5,3,6,4,1,1,4,1,2,1,1
"486",1,NA,1,1,1,1,1,1,1,27,1,NA,1,NA,NA,NA,NA,1,2,-2,1,1,5,2,5,2,1,1,10,1,2,2,1
"487",1,NA,1,NA,NA,NA,1,1,1,27,1,1,NA,NA,NA,NA,NA,1,3,1,1,3,5,4,5,3,1,1,8,1,2,1,NA
"488",NA,NA,1,1,NA,1,1,1,1,28,2,1,NA,NA,NA,NA,NA,8,1,-2,2,1,5,1,5,5,1,1,6,1,1,2,1
"489",1,1,1,1,1,1,1,1,1,25,2,1,NA,NA,NA,NA,NA,1,2,1,1,1,5,2,5,4,1,1,6,1,2,1,NA
"490",1,1,1,1,1,1,1,NA,1,52,1,1,NA,NA,NA,NA,NA,1,4,3,1,2,4,7,4,5,1,1,4,1,2,1,1
"491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",1,NA,1,1,NA,NA,1,NA,NA,29,1,1,NA,NA,NA,NA,NA,7,1,-3,1,3,4,4,6,2,1,1,9,1,2,1,NA
"493",NA,1,1,1,1,1,1,1,1,42,2,1,NA,NA,NA,NA,NA,0,1,-4,1,3,4,4,4,3,1,1,7,1,2,1,1
"494",NA,NA,NA,1,1,1,NA,1,1,20,1,NA,NA,1,NA,NA,NA,1,3,2,2,6,4,4,4,2,1,1,6,1,2,1,1
"495",1,NA,NA,NA,NA,NA,NA,1,1,48,2,1,NA,NA,NA,NA,NA,1,5,4,1,5,6,5,4,2,1,1,9,2,1,1,1
"496",NA,1,1,1,1,1,1,1,1,38,1,1,NA,NA,NA,NA,NA,0,1,0,1,3,4,4,4,3,1,1,4,1,1,1,NA
"497",NA,NA,NA,1,1,1,NA,1,1,24,1,NA,NA,1,NA,NA,NA,7,2,-2,1,1,5,2,5,5,1,1,4,1,2,1,1
"498",1,1,1,1,1,1,1,1,1,27,1,1,NA,NA,NA,NA,NA,8,1,0,1,1,5,2,4,2,1,1,9,1,1,2,1
"499",1,NA,1,1,1,1,NA,1,NA,36,1,1,NA,NA,NA,NA,NA,1,2,1,1,4,6,2,4,1,1,1,8,2,1,1,1
"500",NA,NA,NA,NA,1,NA,NA,NA,NA,33,2,1,NA,NA,NA,NA,NA,0,1,-4,2,1,7,1,5,1,1,1,11,2,2,1,1
"501",NA,NA,NA,1,NA,NA,NA,NA,NA,26,1,1,NA,NA,NA,NA,NA,8,1,-4,2,1,5,2,4,3,1,1,6,1,1,2,1
"502",1,1,1,1,1,NA,1,NA,1,36,2,1,NA,NA,NA,NA,NA,7,1,-4,2,5,4,4,5,5,1,1,4,2,2,2,1
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2,1,NA,NA,NA,NA,NA,7,1,-4,1,4,5,2,4,2,1,1,4,1,2,1,1
"504",NA,NA,1,1,NA,NA,1,NA,NA,34,1,NA,NA,NA,1,NA,NA,NA,1,0,2,3,6,4,2,1,1,1,2,1,2,2,1
"505",1,NA,NA,NA,NA,1,NA,1,1,32,2,1,NA,NA,NA,NA,NA,1,2,4,2,2,4,7,3,1,1,1,6,2,2,1,1
"506",NA,NA,NA,NA,NA,NA,1,NA,NA,32,2,NA,NA,1,NA,NA,NA,1,5,4,1,4,6,3,6,2,1,1,7,1,2,1,1
